"2018-01-01",1,"PJM","VMO",0,-13,3
"2018-01-01",1,"AVP","VMS",11,0,2
"2018-01-01",1,"LEN","VMS",6,0,2
"2018-01-01",1,"LAU","VRI",7,0,1
"2018-01-01",1,"SJ","VTR",0,-24,2
"2018-01-01",1,"LLH","YLÖ",0,-25,1
"2018-01-01",1,"AHV","ÄS",0,-10,1
"2018-01-01",2,"KKI","AHV",17,0,1
"2018-01-01",2,"JP","AIN",1,0,1
"2018-01-01",2,"KYT","AIN",11,0,1
"2018-01-01",2,"RI","ARP",0,0,1
"2018-01-01",2,"HVK","ASO",3,0,2
"2018-01-01",2,"LNÄ","ASO",9,0,2
"2018-01-01",2,"RSM","AVP",16,0,3
"2018-01-01",2,"VMS","AVP",1,0,2
"2018-01-01",2,"KLH","EPO",1,-3,2
"2018-01-01",2,"TRL","EPO",3,0,2
"2018-01-01",2,"HK","HAS",0,-18,1
"2018-01-01",2,"OI","HAS",0,-16,1
"2018-01-01",2,"JRS","HEK",1,0,2
"2018-01-01",2,"TOL","HEK",3,0,2
"2018-01-01",2,"KV","HJ",0,-15,1
"2018-01-01",2,"HAS","HK",0,-17,1
"2018-01-01",2,"KEK","HK",0,-17,1
"2018-01-01",2,"HVK","HKH",11,0,4
"2018-01-01",2,"TKL","HKH",15,0,4
"2018-01-01",2,"PSL","HKI",14,-8,8
"2018-01-01",2,"PRL","HL",0,-33,2
"2018-01-01",2,"TOM","HLT",0,-22,1
"2018-01-01",2,"KRS","HNA",1,0,2
"2018-01-01",2,"RKL","HNA",12,0,2
"2018-01-01",2,"KHK","HPL",6,0,4
"2018-01-01",2,"POH","HPL",0,0,2
"2018-01-01",2,"VMO","HPL",0,-8,2
"2018-01-01",2,"JR","HR",0,-22,1
"2018-01-01",2,"HL","HRV",0,-33,2
"2018-01-01",2,"ASO","HVK",9,0,2
"2018-01-01",2,"HKH","HVK",17,0,4
"2018-01-01",2,"KVY","HVK",0,0,2
"2018-01-01",2,"ARP","HY",0,0,1
"2018-01-01",2,"PLP","HY",10,0,1
"2018-01-01",2,"KHK","ILA",0,-8,4
"2018-01-01",2,"PSL","ILA",6,0,4
"2018-01-01",2,"RAH","IMR",0,-16,1
"2018-01-01",2,"IMR","IMT",0,-9,1
"2018-01-01",2,"VIN","ITA",0,-31,2
"2018-01-01",2,"YLV","JAL",0,-98,1
"2018-01-01",2,"PLP","JK",0,0,1
"2018-01-01",2,"PUR","JK",12,0,1
"2018-01-01",2,"AIN","JP",12,0,1
"2018-01-01",2,"SAU","JP",0,0,1
"2018-01-01",2,"HR","JR",0,-14,1
"2018-01-01",2,"LAA","JR",0,-21,1
"2018-01-01",2,"HEK","JRS",2,0,2
"2018-01-01",2,"VKH","JRS",1,0,2
"2018-01-01",2,"LAA","JUT",0,-14,1
"2018-01-01",2,"MLA","JUT",0,-20,1
"2018-01-01",2,"MLO","KAN",0,0,2
"2018-01-01",2,"POH","KAN",12,0,2
"2018-01-01",2,"NOA","KAU",0,-10,1
"2018-01-01",2,"KYT","KE",0,0,1
"2018-01-01",2,"SAV","KE",11,0,2
"2018-01-01",2,"KIL","KEA",4,0,2
"2018-01-01",2,"KNI","KEA",0,-4,2
"2018-01-01",2,"HK","KEK",0,-16,1
"2018-01-01",2,"V592","KEK",0,-17,1
"2018-01-01",2,"HPL","KHK",0,-11,5
"2018-01-01",2,"ILA","KHK",5,0,4
"2018-01-01",2,"KEA","KIL",0,-4,2
"2018-01-01",2,"LPV","KIL",4,0,2
"2018-01-01",2,"LMK","KIS",0,-75,1
"2018-01-01",2,"KN","KKI",17,0,1
"2018-01-01",2,"TOL","KKN",1,0,2
"2018-01-01",2,"EPO","KLH",1,0,2
"2018-01-01",2,"MAS","KLH",0,-1,2
"2018-01-01",2,"VJO","KN",18,0,1
"2018-01-01",2,"KEA","KNI",4,0,2
"2018-01-01",2,"KVH","KNI",0,-3,2
"2018-01-01",2,"HNA","KRS",12,0,2
"2018-01-01",2,"SAV","KRS",0,0,2
"2018-01-01",2,"HNO","KRU",0,-8,1
"2018-01-01",2,"RSM","KTÖ",1,0,2
"2018-01-01",2,"VEH","KTÖ",12,0,2
"2018-01-01",2,"TL","KU",0,-30,2
"2018-01-01",2,"KVLA","KV",0,-54,2
"2018-01-01",2,"KNI","KVH",4,0,2
"2018-01-01",2,"TRL","KVH",0,-3,2
"2018-01-01",2,"KVT","KVLA",0,-32,1
"2018-01-01",2,"KVLA","KVT",6,0,1
"2018-01-01",2,"TRV","KVU",0,-6,1
"2018-01-01",2,"HVK","KVY",12,0,2
"2018-01-01",2,"RKL","KVY",1,0,2
"2018-01-01",2,"AIN","KYT",0,-1,1
"2018-01-01",2,"KE","KYT",11,0,1
"2018-01-01",2,"OLK","KÄP",17,0,4
