HKO:VAR,PM,HNV,YLY,VIH,JNS
KKN:KLH,IKO,MÄK,KR,EPO,HKI,SLO,KVH,KIL,KNI,TKU,PSL,ILR,LPV,HPL,PKU,LPO,VMO,KE,TKL,KEA
KVH:KNI,EPO,KEA,KIL,KLH,HKI,HPL,LPV,KKN,ILR,PSL,IKO,TKU,VMO,SLO,MÄK
EPO:KVH,KLH,HKI,KKN,LPV,KNI,KEA,HPL,KIL,VMO,PSL,SLO,PJM,IKO,PKU,ILR,KR,MÄK,TKU,LPO,TKL
PTO:KVJ,KON,VAA,HJ,ILM,KTH,PKL,UTJ,KAJ,MUR,HD,MUL,JNS,MH,MRI,NRM
PSL:KÄP,HY,LPÄ,PLA,SAV,HKI,SK,KRS,PMK,SAU,TNA,PRL,JP,OLK,TKL,LH,HLT,RKL,IMR,PLT,NRI,PM,MUR,ML,MIS,SKI,SPJ,MUU,TPE,RPO,KML,HKH,MUL,KJR,RY,LKA,JY,KE,LOL,KVY,JK,VKI,VLH,TL,ILR,MLÄ,LVT,HPL,VMO,MYR,EPO,IKO,KIL,SLO,LPV,KAN,KKI,KVH,KLH,KSU,JÄS,PJM,MÄK,LÄ,KUA,SPL,LAI,TU,HAA,HSL,KKN,VKS,VNA,TKU,PUR,VSA,LYÖ,KEA,KRR,LKL,RI,OT,KVU,NTH,PSJ,YV,KOK,KNI,KR,KPA
HLT:LH,TOM,HAA,HJ,KTH,KYT,KV,PSL,JR,KÄP,KE,SIP,MLÄ,IMT,RI,HLS,ML,VLH,SAV,LPÄ,KSU,ILR,KIT,SPL,PLA,PMK,OLK,KTI,PRL,LÄ,HKH,KPA,MKO,PLT,LKL,PM,RPO,VHJ,TKL,SPÄ,KJR,IMR,TRÄ,VNA,LPO,LR,TAP,HKO,MRI
KML:LKA,OL,TJA,KRR,HVN,PSL,KOK,RKI,YV,KGS,TUA,VTI,KEM,HD,KÄP,MUL,KUA,PKL,MYS,II,PMK,LLH,SPJ,OU
KIL:LPV,KNI,KEA,MÄK,KLH,HPL,EPO,KVH,HKI,PJM,PSL,TKU,ILR,VMO,IKO,KKN
PL:LÄ,RPO,KV,LH,KJR,VNA,KTH,TA,KPA,IMR,PSL,HAA
PMK:ML,OLK,ILR,PLT,HKI,TKL,KÄP,MUL,TNA,PLA,PSL,JP,HKH,SAV,HLT,HY,LPÄ,KVY,RKL,HAA,RI,KOK,OV,HPL,LH,KE,MUR,MLÄ,KSA,PM,VLH,MYT,RPO,KRS,JK,MUU,LAI,MIS,KML,SPJ,SK,VIA,SKI,TMU,IMR,PUR,NTH,TU,KKI,VNA,KSU,ILM,YV,KEM,ROI,LOL,ITA,OT,MYR,KAN,RY,SIP,VKS
LPV:MÄK,KIL,SLO,PJM,KEA,EPO,HKI,KNI,HPL,VMO,KVH,KLH,KKN,PSL,IKO,ILR,TKU,PKU,VKS
KÄP:OLK,HKI,PSL,ITA,TKL,ILR,PMK,SK,PLA,HY,SAV,ML,PLT,TNA,HLT,LPÄ,NRI,KE,KML,MÄK,VMO,MUU,MUR,SKI,MUL,MIS,IMR,VLH,PM,SPJ,KKN,MYT,EPO,LKL,KRS,JTS,RPO,TL,JK,KKI,LAI,HAA,PL,LKA,KOK,VNA,YV,LOL,TÖR,HKH,KIS,NTH,PUS,VTI,HPL,HSL,MYR,VKS,RKL,PUR,SIP
MÄK:PJM,LPV,VMO,KIL,EPO,KLH,HPL,IKO,HKI,PSL,KNI,SLO,KVH,ILR,TKU,KEA,KKN
RPO:PL,VNA,KJR,LÄ,KTH,HJ,TA,VLH,PSL,HAA,KPA
TNA:PLA,ML,TKL,PMK,HKH,PSL,RPO,ILR,TJA,KVY,KÄP,SAV,MUR,HY,KML,OLK,RKL,SK,HKI,PLT,HAA,JP,MUL,LPÄ,RY,KE,VLH,KRS,HLT,LYÖ,JK,PM,LAI,MUU,SPJ,JÄS,TL,SIP,TU,KKI,IMR,NTH,SKI,SPL,MIS,PUR,HVN,VIA,LÄ,VNA,RI,LOL,KEM,YV,ILM,LKA,KOK,PKO,MLÄ,LH,LLH
OLK:PMK,KÄP,TKL,ILR,PSL,HKI,TNA,ML,OV,SKI,PM,HLT,HKH,PLA,KML,LH,MIS,KVY,PLU,LPÄ,MLÄ,RPO,RI,PLT,KTH,VLH,MUR,SK,KKI,MUL,SPJ,KOK,IMR,SAV,MUU,VNA,NRI,VSA,KE,KRS,RKL,KJR,OT,HY,JK,TU,VIA,LAI,LKA,PKO,RAH,KEM,KUO,ILM,LOL,PL,HJ,HPL,KII,TL,PAR,LYÖ
HKI:PSL,HPL,VMO,TKL,KLH,OLK,KTH,KÄP,JK,KSU,PMK,ILR,EPO,KIL,LPV,KAN,YV,KE,HKH,VKS,KNI,KR,TNA,KRS,KKN,LMK,MÄK,PJM,LH,ML,PLA,SAV,KVY,HLT,MYR,KVH,KSA,KPA,HY,SAU,KEA,SK,KV,TKU,JY,KUO,HAA,RKL,VJR,LOL,TPE,IKO,RI,JTS,TU,LPÄ,LR,VSA
KON:PTO,KAJ,NRM,KVJ,OL,UTJ,MUL,VAA,MUR,KUO,PKL,ILM,MH,HJ,JNS,TUA,ENO
VNA:RPO,PL,LÄ,KJR,TA,KTH,KPA,HAA,HLT,KV,VLH,PSL,LH
PLA:TKL,TNA,ML,HKH,PSL,ILR,OLK,HKI,TA,PMK,KÄP,KVY,VSA,SAV,YLÖ,RKL,HLT,LH,TAP,PM,LAK,JP,KJR,MR,SIP,KV,HY,PLT,JK,KRS,KKI,RPO,LPÄ,MUU,SKI,MUR,KML,LAI,VLH,KE,NTH,SK,IMR,SPJ,SAA,MUL,MIS,VIA,TL,VNA,KOK,ILM,YV,LOL,ITA,LM,HAA,MLÄ,PKO,RI
ML:TNA,PMK,PLA,OLK,KML,SAV,HKI,MUU,LH,TKL,HY,ILR,NRI,SK,KÄP,PSL,HLT,PLT,VSA,OV,KGS,HKH,KRS,TL,MUR,LPÄ,MJJ,KVY,RKL,MUL,TU,JK,SKI,LAI,VLH,RPO,PM,KE,MIS,SPJ,IMR,KSU,LYÖ,RI,NTH,KKI,VNA,YV,ILM,ROI,LOL,MD,ITA,PUR,MLÄ
JR:TOM,RI,HY,LH,KE,HLT,KJR,VLH,JP,KV,RY,TRÄ,IMR,TL,PSL,LR,LPÄ,MKO
OV:TRK,VLP,TPE,KAS,HPK,LPÄ,JÄS,TV,LLH,LPR,NRI,PSL,HKS,LM,JY,SAA,MRI,JSK,LVT,VKO,KUO,MUU,TL,KKI,ÄS,MUR,PM,NOA
RY:TU,RI,ITA,JR,HL,HY,KE,LPÄ,JK,KR,PUR,TL,TPE,JÄS,PSL,YV,ML,PRL,DRA,OV,KÄP,MUU,PMK,SKI,KML,OLK,MUL,VIA,LAI,PM,LR,MIS,TKL,KOK,KV,SIM
TRK:TV,OV,JÄS,LPR,TPE,JY,NRI,PSL,LPÄ,MUR,JSK,VKO,KKI,MRI,MUU,VKI,KAR
LPÄ:VIA,TPE,UR,HKH,ITA,OV,LLH,PRL,TL,TRK,RKL,KÖ,KRS,RY,PKO,TU,PSL,VLH,PUR,HL,HY,RLÄ,HPK,LAK,RI,MRI,PM,PMK,KÄP,MIS,KML,KE,MKO,TKL,NRI,TKU,TJA,KUO,JP,SKI,KV,LR,KAS,KOK,MUU,SK,STÖ,VJR,MUL,YLÖ,HKS,KAR,KRR
HNV:VIH,VAR,HKO,VNJ,JNS,YLY,PM,PLT
ÄS:VMA,AHV,HNO,KKI,SIU,PRI,KRU,TPE,LLH,LPR,OV,SNM,PSL,JÄS,NOA
PJM:VMO,MÄK,LPV,HPL,HKI,KNI,KLH,IKO,EPO,KIL,KEA,PSL,ILR,KKN,TKU,KVH,LPO,SLO
VIH:VNJ,HNV,JNS,YLY,VAR,HKO,PM,PLT
AHV:ÄS,KKI,VMA,LLH,HNO,TPE,OV,KRU,LPR,PRI,JÄS,PSL,MUR,SIU,SNM
TKL:HKH,PLA,PLT,TNA,LH,KVY,KE,VIA,HLT,HY,OLK,ML,RI,KRS,PMK,SAV,RKL,KÄP,HKI,PSL,HAA,ILR,KV,LPÄ,KML,OU,KYT,RY,SIP,KSU,JK,JP,VSA,HJ,PAR,TU,VLH,KII,LRS,HIR,TL,LKL,MLÄ,MR,PUR,RPO,IMR,LAI,PM,SK,NTH,SKI,MUR,SPJ,LYÖ,MUU,KKI,MUL,MIS,SAU,KOK,VNA,YV,KEM,LOL,PLU,ITA,EPO,HL,VKS,TAP
PRL:HL,ITA,HKI,RI,STÖ,TU,TL,HY,TPE,VIA,KE,VLH,VJR,JAL,RY,PSL,LPÄ,LR,KÄP,MKO,MRI,SPJ,MIS,KV,KML,SKI,LPO,TJA,MUU,TKL,PMK,SK,LAI,TOM,PKK
TU:HL,RY,LPÄ,RI,PRL,TL,PSL,ITA,HY,JK,TPE,HKI,DRA,VLH,RKL,LR,KE,KML,PMK,MUU,LAI,PM,SK,MUL,KÄP,YV,SKI,SIM,KV,KKI,TKL,OLK,KOK,VIA,SAU
VHJ:HLS,SPÄ,HJ,KV,KSA,HLT,KII,MR,MI,OT,LKL,ILM,KRS,TA,LOL,LH,SIP,MYT,KJR,TMU,LÄ,MKO,MUR,PM,PSL,PKL,RPO,HKO
LH:HLT,KV,JR,KE,KSU,RI,TOM,HJ,MLÄ,TKL,KTH,KPA,LÄ,MR,PSL,KJR,IMT,HAA,ILR,KII,PMK,SIP,VLH,TKU,PLT,HY,PUS,PLA,RJÄ,SAV,KRS,LPÄ,RPO,VNA,JTS,MUR,MRI,RKL,SPÄ,LR,RAS,KÄP,HL,KTI,MKO,KIT,HSL
VMA:HNO,ÄS,LLH,AHV,NOA,TPE,PRI,KKI,KRU,LPR,SNM,PSL,JÄS,MUR,SIU
LKA:HVN,KML,OL,KGS,RKI,VTI,TJA,KUA,YV,MUL,PSL,LPÄ,SK,KOK,RY,PMK,LLH,ML,MIS,KÄP
JK:HY,PRL,RI,TKL,TU,KML,PSL,JP,PUR,PMK,KE,RY,HL,ILR,MUL,LPÄ,SAU,HKI,VSA,KÄP,OLK,SPJ,VLH,MUU,SK,JÄS,PM,MIS,KKI,LAI,ML,SKI,KRR,KR,TL
IMT:IMR,RJÄ,SPL,RAH,LRS,LR,PAR,JTS,LÄ,MKO,TAP,KTI,SR,KTH,JNS,TRÄ,LH,SUL,PUS,HSL,PSL,PLT,SÄ,KIT,RAS
TL:ITA,VIA,PRL,UR,HL,TPE,LPÄ,RI,RY,LM,LAK,HP,PSL,OV,TKU,TU,HY,VKI,JSK,VLH,JR,YLÖ,MRI,KR,LLH,JÄS,KE,SPJ,LAI,NRI,MD,PMK,KÖ,TRK,MJJ,YLV,MUL,KML,PM,KRR,SKI,KÄP
JÄS:JSK,LPR,OV,SAA,TV,JY,TPE,MRI,MUU,HKS,KUO,VKO,TRK,LPÄ,VKI,TKL,PSL,TL,KKI
RAH:JTS,IMR,IMT,MKO,NTH,KJR,LR,LRS,SÄ,LÄ,MLÄ,TA,KPA,PAR,TAP,KV,TKK,KIT,PM,PSL,KTH,KÄP,JR,PLT,HSL
LPR:JÄS,TV,MUU,JSK,OV,TRK,TPE,VKO,JY,ITA,SAA,NRI,PSL,MRI,MUR,RY
SAV:KE,KRS,PSL,KYT,HAA,TKL,KÄP,RKL,KVY,JR,HKH,JP,PLA,RI,ILR,VSA,HLT,LPÄ,PMK,HKI,LH,ML,HY,TNA,KSU,SPÄ,OLK,MKO,RPO,SKI,PM,MUR,LAI,MUU,MIS,KML,KKI,JK,PLT,VLH,MUL,SK,IMR,SPJ,TU,VNA,KEM,HL,LOL,KV,KOK,SAU,MLÄ,PL
HLS:KII,VHJ,MYT,KUO,PM,SPÄ,MR,HIR,TMU,LH,KV,HJ,LKL,HKH,LR,OT,LÄ,MLÄ,RAS,MI,KPA,LOL,MUR,HKO,VLH,PSL,MKO,PKL
LÄ:KPA,KTH,RAS,PL,KV,LR,TRÄ,KJR,LH,RPO,VNA,TA,SUL,TAP,JTS,LRS,HLT,RAH,MKO,IMT,VLH,PAR,TKL,PSL,IMR,SPÄ,LKL,JR,PLT,LPÄ,MI,NTH,RJÄ,TMU
ILM:KPL,KRV,KUO,HJ,PHÄ,SPÄ,VHJ,SKV,MUR,KAJ,YV,PSL,PKL,TMU,HPJ,LOL,PM,PTO,KKI,VAA,HAU,NVL,KOK,OL,KON
MJJ:KRR,LAK,LMK,PKK,STÖ,PKO,KOK,YLÖ,LLH,TPE,VJR,PSL,RY,TJA,OLK,SKI,KML,MUL,SIM,SK,PMK,PRL,VTI,KÄP,TL,LYÖ,LAI,LPÄ,KEM,VIA
RKL:KRS,KVY,HKH,PSL,SAV,LPÄ,PLA,TKL,KÄP,KE,PMK,KYT,OLK,RI,HLT,HAA,ML,HY,HKI,ILR,VLH,SUL,TPE,LH,LAI,KKI,PLT,PM,VNA,KML,MUL,MUR,SKI,NRI,IMR,MUU,JK,SAU,VHJ,MIS,RPO,SPJ,RAH,SK,LKA,NTH,ROI,YV,KEM,LOL,KOK,JP,IKO
HNO:KRU,VMA,KKI,AHV,ÄS,LLH,TPE,SNM,PRI,LPR,SIU,MUR,JÄS,PSL,NOA,TMU
VTI:KUA,TJA,KGS,HVN,KML,OU,SIM,RKI,KOK,LKA,YV,MUL,TUA,OL,PRL,SK,PSL,KÄP,PMK,KRV,MIS,KVU
HKH:KVY,TKL,PSL,PLA,RKL,KRS,OLK,HY,HLT,RPO,VSA,TNA,SAV,KE,ILR,KÄP,PMK,VIA,KML,LH,HAA,PLT,LPÄ,SKI,MIS,MUU,VLH,HL,HKI,SK,LLH,PM,MUL,NRI,JK,ML,MYT,MUR,SPJ,IMR,LAI,TU,KKI,HSL,PAR,LKA,VNA,YV,ILM,KEM,LOL,KOK,SAA,LYÖ,RI
KE:KYT,SAV,VSA,HAA,MLÄ,PSL,HLT,TKL,HKH,RI,HY,KRS,RKL,ILR,KVY,LPÄ,PMK,KSU,KÄP,JP,JK,SAU,HKI,LH,ITA,SK,PLA,PUR,SIP,LRS,PKK,RY,KV,OLK,VLH,HJ,LÄ,MR,KII,RPO,MUU,KML,ML,TNA,VNA,EPO,MI
YLÖ:LAK,LLH,TPE,TL,PKO,LPÄ,KRR,MJJ,PKK,PRL,KOK,VJR,STÖ,TKL,PSL,PMK,KML,SKI,RY,VTI,SK,MIS,TJA,ITA,MD,LAI,MUL,RLÄ,PLU,YV
MYT:LKL,MR,OT,HJ,SIP,KII,MI,KV,PM,VHJ,HLS,LOL,HIR,OLK,LH,PSL,HKH,KÄP,KJR,SPÄ,ML,LR,KVY,RAS,TRV,VKO,KON,HAU,PKL,KAJ,MUR,TMU
NOA:LLH,SIU,ÄS,SNM,HNO,TPE,KKI,LYÖ,KRU,LPR,YLÖ,SKI,VMA,PSL,JÄS,AHV,TL,MUR
TV:LPR,TRK,SAA,TPE,JÄS,OV,KÄP,LLH,JSK,JY,PSL,MUU,MRI,NRI,TMU,KÖ,HKS
VIA:LPÄ,TL,PLA,ITA,LM,HP,TPE,TKL,KAR,RY,HL,UR,NRI,PSJ,TU,HY,PSL,VLH,KE,KML,SKI,PMK,MRI,KÄP,TKU,SIM,PM,LR,PRL,KUO,LRS,VTI,MUU,MKO,KV,MUR,OV,RI,LAI,KRR,SPJ,MUL,LLH,LAK
LRS:LR,MKO,TAP,TRÄ,JTS,LÄ,IMT,IMR,RAS,RAH,KPA,KJR,KV,KTH,TA,PAR,JR,HAA,SR,SUL,HKH,NTH,LPÄ,MR,LKL,HAU,PSL,PLT,TMU,SPL,PM
MKO:LRS,JTS,LR,PSL,IMR,RAH,KJR,RAS,KTH,LÄ,KIT,IMT,KPA,TKK,TAP,TRÄ,TA,PAR,KV,NTH,RJÄ,HSL,KE,PLT,HAU,PM,SUL,JR,LPÄ
LAK:MJJ,YLÖ,LLH,TPE,PKO,HL,STÖ,KRR,TL,MD,TNA,KML,VJR,PSL,PRL,KÄP,TJA,SKI,SK,RI,PMK,KGS,MUL,LYÖ,RLÄ,PKK
JTS:MKO,RAH,IMR,LRS,IMT,LÄ,TMU,PSL,TA,SR,LR,RJÄ,PAR,TKK,PUS,PLT,KV,KJR,SÄ,HLT,KTH,TRÄ,MLÄ,TAP,HSL,TKL,NTH,VLH,RAS,KPA
KII:MR,HLS,OT,ILM,VHJ,MYT,MI,KV,PM,HJ,SPÄ,LOL,LH,LKL,MUR,PSL,KSU,MLÄ,HAA,KSA,TAP,KJR,HIR,TMU,PKL,LR
SAA:MUU,JSK,VKO,JY,OV,JÄS,KUO,VKI,MRI,PSL,PM,MUR,TMU,LPR,TV,LM
MR:MYT,KII,SPÄ,LKL,KV,HLS,OT,PSL,HJ,VHJ,PM,VLH,HIR,VAA,MI,MUR,TKL,HAA,KPA,HKH,TMU,TA,HAU,HKO,LR
LLH:NOA,TPE,YLÖ,SNM,VJR,LPÄ,TJA,LAK,SIU,OV,ÄS,KRU,STÖ,KKI,MJJ,HNO,PRI,PSL,HL,PKO,JÄS,KRR,AHV,SK,KML,SKI,RY,MUR,PKK,LAI,PMK,LPR,PLA,PRL,YV,MUL,KOK,TL,OU,KIS,RLÄ,ITA,KUA,VIA,SIM,PM
SIU:NOA,SNM,AHV,TPE,KKI,KRU,LLH,VMA,ÄS,HNO,MUR,JÄS,SKI,PSL,LPR
YLY:PLT,VNJ,JNS,VIH,SUL,HKO,KHI,VAR,HNV
HL:PRL,TU,RI,PSL,TL,ITA,RY,JK,OV,TPE,JÄS,LPÄ,HY,KRR,LLH,SK,VIA,LAI,TKL,MUU,PUR,SKI,KML,KE,KÄP,OLK,SIM,TJA,LR,MKO,KV,VJR,HLT,RKL,PKO,PMK
ITA:PRL,TL,RI,TPE,PSL,VIA,HL,OV,LPÄ,TU,RY,HLT,MRI,TOM,KE,PMK,KÄP,TJA,PM,LAI,KML,JP,OLK,MUL,MUU,MIS,KV,LR,VTI,SKI,UR,PKO,JR,LLH,TKL,SK
SAU:PUR,JP,HY,HKI,TU,KE,TKL,RI,JK,PSL,ILR,KYT,RY,SAV,JR,OLK,KRS,MUU,LPÄ,MUL,VIA,MIS,SPJ,KML,LAI,ML,KKI,KÄP,PMK,SKI,JAL,SK,VLH,PM,KOK,LYÖ,RKL,HKH
IMR:RAH,IMT,PAR,JTS,LR,RJÄ,SÄ,KPA,KTH,PSL,TA,KTI,MKO,TRÄ,LÄ,TKK,SR,LH,JNS,PUS,SPL,TAP,LRS,NTH,PLT,SUL,PM,KIT,RPO,KÄP
HY:RI,JK,KYT,RY,KE,TU,HL,PSL,JP,PUR,LH,TOM,ILR,LPÄ,SIM,VSA,KR,HLT,HKI,ITA,VIA,SAU,PRL,TL,VLH,KÄP,HVN,TKL,HKH,ML,OLK,PMK,SKI,MUL,MIS,MUU,KML,SK,LAI,SPJ,KOK,KKI,KRS,RKL,JR,SAV
HVN:RKI,LKA,KML,KRS,TJA,KUA,YV,OL,KGS,VTI,II,PSL,KOK,PLA,MUL,SIM,PMK,OU,LLH
KVY:RKL,HKH,KE,MUR,HY,IMR,KML,MUU,NRI,PLT,SKI,HLT,LH,LPÄ,PM,SK,MUL,JP,RPO,RI,TAP,LYÖ,SAV,NTH,MIS,VKI,KJR,PSL,MLÄ,HAA,JK,SPJ,TRÄ,HKS,ILM,ITA,JAL,LKA,RKI,TKK,TU,VHJ,LKL,HL,KOK,JSK,KRR,KV,MYS,RJÄ,ROI,TL,SR,PSJ,PLU,KRS,PUS,LOL,LÄ,PUR,TKL,TMU,PL,HSL,SAA,PMK,TA,MD,VIA,YLÖ,HIR,KPA,LMK,LPR,KII,KUA,PAR,KIT,MKO,PKO,YV,KTI,YLV,PLA,JY,MJJ,SIM,KYT,HAU,ILR,SKV,HJ,KÄP,JÄS,SIP,VLH,TRV,JTS,VKO,KKI,KUO,OT,TÖR,LLA,LVT,KTH,IMT,KPL,OLK,SAU,KSA,KGS,KSU,SPL,LRS,RAS,PKK,MRI,LAI,VTI,TPE,TJA,KVU,OV,STÖ,KEM,PRL,VJR,AHV,IKY,VNA,ML,SPÄ,HPL,HKI
JSK:SAA,JÄS,OV,LPR,JY,NRI,MUU,TV,MUR,PM,MRI,PSL,KKI,TRK,TMU,KÄP,KUO,RY,TPE,LPÄ
JP:SAU,PSL,KYT,KE,RI,PUR,TPE,HY,JK,SAV,OLK,PMK,TKL,RKL,ILR,LPÄ,VSA,PM,MUL,KML,KÄP,SKI,ML,SPJ,LAI,MUU,KKI,VLH,SK,KRS,VIA,MIS,YV,JÄS,KVY,RY
KRS:SAV,RKL,KE,HAA,KYT,ILR,PSL,TKL,YV,PMK,HKH,KVY,RKI,PLA,OLK,LPÄ,KÄP,JP,LH,SAU,HKI,HY,RI,MLÄ,KSU,PLT,TU,HLT,IMR,SK,VLH,LAI,MUU,MUR,KML,RPO,MUL,JR,JK,PM,MIS,SPJ,SKI,VIA,IKY,KKI,NTH,PRL,MRI,SAA,VNA,KOK,LOL,RAH,ML,VSA,KV,LYÖ,KGS,HL,KLH
SNM:SIU,KRU,AHV,NOA,HNO,PRI,TPE,KKI,LLH,VMA,ÄS,JÄS,PSL,MUR,LPR
KRU:SNM,HNO,VMA,SIU,TPE,LLH,NOA,ÄS,PSL,KKI,MUR,TV,LPR,AHV,TRK
HJ:SPÄ,KV,VHJ,HLS,KTH,PM,SIP,VLH,MI,TMU,PSL,LÄ,KII,LKL,HAA,KPA,MR,MUR,LH,HAU,HLT,LOL,OT,MKO,HKO,LR,RAH
RKI:TJA,HVN,YV,HKH,VTI,SIM,LKA,LLH,PSL,KML,KGS,OU,OL,MUL,KUA,SK,PMK,OLK,MYS,KOK,TPE
KVJ:VAA,PTO,UTJ,KON,KAJ,MUL,MH,SKV,TUA,ILM,OL,PKL,KEM,SIM,JNS
SPÄ:VHJ,HJ,HLS,KII,KV,LOL,MR,MI,KTH,KE,KJR,TMU,VLH,LR,HLT,OT,KPA,LH,TA,PKL,PSL,PM,MKO,MUR,HKO,LKL,MYT
TJA:VTI,RKI,KUA,KML,OU,HVN,PSL,OL,YV,KOK,SK,LKA,KRS,MUL,KGS,PRL,LLH,KÄP,LPÄ,II,PMK,RY,NVL,MIS
VNJ:YLY,VIH,HNV,JNS,PLT,ILM,HKO,VAR,PM
KSA:HAU,HIR,MI,LOL,RAS,HLS,PM,MR,MYT,TMU,PKL,PSL,ML,MUR,KV,TAP,HJ,MKO,HKO
MI:HIR,OT,KV,PM,MR,KSA,LKL,MYT,LOL,SPÄ,TMU,HAU,HJ,KII,VHJ,PSL,MUR,LR,LH,KUO,TAP,KJR,HLS,MKO,HKO
MUU:JY,SAA,MRI,JSK,JÄS,PSL,VKO,OV,LVT,TPE,TRK,HKS,KKI,NRI,TKU
MUR:KAJ,SKV,ILM,KON,PHÄ,KPL,KVJ,KUO,KKI,PSL,PKL,MUL,OT,MRI
OU:KGS,KUA,TJA,YV,KOK,VTI,PSL,OL,KML,KÄP,MUL,TKL,PRL,LLH,PMK,LKA,HVN,SK,TRV,RKI,II
LMK:KIS,PKO,PSL,PKK,VJR,RLÄ,MD,SK,PSJ,STÖ,KUA,MUL,KGS,LAI,PRL,TJA,LLH,ML,KML,SKI,KÄP,PMK,YV,TPE,YLÖ,LPÄ,YLV,KOK,KRR,ITA
HIR:KSA,MI,HAU,MUR,TRÄ,OT,LOL,VLH,HJ,PM,LKL,KTH,TMU,MR,PSL,HKH,LR,MYT,PKL,KÄP,KV,RAH
KPA:KV,LÄ,KTH,KJR,PSL,TA,RAH,HLT,LR,KTI,RAS,TAP,LRS,MKO,VLH,TRÄ,PL,LH,VNA,RPO,LOL,KII,PLT,PM,NTH,JR,IMR,LPÄ,TMU,JTS,HAU,JNS,RJÄ,HAA
PKO:LMK,PKK,PSL,JAL,KRR,MD,YV,KIS,PSJ,RLÄ,STÖ,SK,TPE,MJJ,LAK,VJR,YLV,PLU,YLÖ,LLH,KOK,TJA,LYÖ,PMK,SKI,KML,PRL,RY,MIS,LPÄ,TKL,RI
HAU:LOL,KSA,OT,HIR,PM,MI,TMU,VHJ,KV,PSL,LKL,KUO,HJ,MUR,KAJ,TA,MYT,LRS,PKL,LR,KTH,MKO,PKU,HKO
TAP:LR,TRÄ,LÄ,LRS,RAS,IMT,TA,KJR,TKK,VLH,IMR,SIP,MKO,TKL,KPA,PLT,JTS,MLÄ,LH,PSL,MI,KTH,PM,HLT,OT,JR,KV,LPÄ,NTH,RPO,LOL,RAH
LR:LRS,TAP,MKO,IMR,TRÄ,LÄ,SUL,IMT,RAS,TKL,KV,JTS,KPA,SÄ,KTH,TMU,PLT,RAH,TA,NTH,PAR,KJR,HSL,JR,PSL,OT,KSA,KII,MI,PM,LPÄ,SR,RJÄ,VLH,HAA
RAS:LÄ,TRÄ,TA,TAP,JTS,KTH,HIR,LR,KJR,RJÄ,PL,LRS,KPA,SÄ,LH,HSL,PSL,IMR,PM,LPÄ,MKO,PLT,KII,LKL,VLH,NTH,TMU,JR,KV,RAH,IMT
PKL:MH,OL,UTJ,VAA,TUA,SIM,KON,HJ,KVJ,KML,HD,PTO,JNS
OT:MI,LKL,HIR,MYT,PM,MR,KV,LOL,TMU,HLS,SPÄ,HJ,VHJ,PSL,HLT,KII,KÄP,PMK,RAS,TRÄ,KSA,KAJ,MUR,LRS,MKO,RAH
SKV:MUR,KPL,ILM,OT,YV,KAJ,KON,HJ,PTO,KUO,PKL,MUL,PSL,HLT
PM:NRI,LOL,KUO,HKO,TMU,JY,JNS,MI,VKI,KV,ILM,HNV,HAU,VIH,VAR,SPÄ,HKS,KSA,LVT,VKO,MUR,SL,PKL,TPE,LR,KAJ,HIR,PSL,MKO,HJ,OT,TRK,ILR,KTH,MUU,KKI,PKY,HAA,MYT,HLT,YLY
